회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대
363783424,정상회원,수지구-성복동,여,56.0,미신청,수신,VIP,50대
364035840,탈퇴,수지구-동천동,여,42.0,미신청,.,normal,40대
364353216,정상회원,기타-기타,여,40.0,미신청,.,normal,40대
364362496,정상회원,기타-기타,여,74.0,미신청,.,normal,60대이상
364369920,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
364626048,정상회원,수지구-동천동,여,54.0,신청,.,normal,50대
365177280,정상회원,수지구-성복동,여,50.0,미신청,.,normal,50대
365266368,정상회원,기타-기타,여,44.0,미신청,.,normal,40대
365383296,정상회원,수지구-동천동,여,40.0,신청,.,normal,40대
365633856,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
365721088,정상회원,기타-기타,여,47.0,미신청,.,normal,40대
365765632,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
365947520,정상회원,서울 강남구-기타,여,59.0,미신청,.,normal,50대
366075584,정상회원,수지구-동천동,여,48.0,미신청,.,normal,40대
366140544,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
366261184,정상회원,수지구-성복동,여,51.0,미신청,.,normal,50대
366537728,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
367209600,정상회원,분당구-정자동,남,40.0,미신청,.,normal,40대
367497280,정상회원,수지구-동천동,여,57.0,신청,.,normal,50대
368184000,정상회원,수원 장안구-기타,여,51.0,미신청,.,normal,50대
368208128,정상회원,수지구-성복동,여,60.0,미신청,.,normal,60대이상
368258240,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대
368373312,정상회원,수지구-풍덕천동,여,57.0,미신청,.,normal,50대
368395584,정상회원,수지구-죽전동,여,56.0,미신청,.,normal,50대
368399296,정상회원,수지구-동천동,여,46.0,미신청,.,normal,40대
368456832,정상회원,수지구-신봉동,여,48.0,신청,.,normal,40대
369108288,정상회원,수지구-동천동,여,54.0,미신청,.,normal,50대
369152832,정상회원,기흥구-보정동,여,48.0,신청,.,normal,40대
369162112,정상회원,수지구-신봉동,여,45.0,미신청,.,normal,40대
369316160,정상회원,기타-기타,여,54.0,미신청,.,normal,50대
369395968,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,40대
369859968,정상회원,수지구-상현동,여,49.0,미신청,.,normal,40대
369941632,정상회원,서울 강남구-기타,여,56.0,미신청,수신,normal,50대
370103104,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
370504000,정상회원,수지구-상현동,여,56.0,미신청,.,normal,50대
370529984,정상회원,수지구-성복동,여,61.0,미신청,.,normal,60대이상
370619072,정상회원,서울 송파구-기타,여,45.0,미신청,.,normal,40대
371027392,정상회원,서울 강남구-기타,여,51.0,미신청,.,normal,50대
371212992,정상회원,수지구-동천동,여,56.0,미신청,.,normal,50대
371454272,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대
371608320,정상회원,수지구-상현동,여,40.0,미신청,.,normal,40대
371751232,정상회원,수지구-동천동,여,46.0,미신청,.,normal,40대
37188672,정상회원,수지구-상현동,여,62.0,신청,.,normal,60대이상
372031488,정상회원,기타-기타,여,44.0,미신청,.,normal,40대
372098304,정상회원,수지구-상현동,여,51.0,미신청,수신,normal,50대
372321024,정상회원,수지구-성복동,여,52.0,미신청,.,normal,50대
37253632,정상회원,분당구-정자동,여,51.0,미신청,.,normal,50대
372553024,정상회원,처인구-유방동,여,46.0,미신청,.,normal,40대
372838848,정상회원,기타-기타,여,40.0,미신청,.,normal,40대
372890816,탈퇴,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
37314880,정상회원,서울 강남구-기타,여,75.0,미신청,.,normal,60대이상
373221184,정상회원,기흥구-보정동,여,46.0,미신청,.,normal,40대
373256448,정상회원,분당구-구미동,여,47.0,미신청,.,normal,40대
373618368,정상회원,기흥구-보정동,여,53.0,신청,.,normal,50대
373805824,정상회원,분당구-수내동,여,54.0,미신청,.,normal,50대
37415104,정상회원,기타-기타,여,56.0,미신청,.,normal,50대
374171456,정상회원,수지구-풍덕천동,여,65.0,신청,.,normal,60대이상
374188160,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
374266112,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,40대
374325504,정상회원,수지구-신봉동,여,77.0,미신청,.,normal,60대이상
374650304,정상회원,수지구-상현동,남,80.0,미신청,.,normal,60대이상
375227520,정상회원,수지구-풍덕천동,여,47.0,신청,.,normal,40대
375273920,정상회원,수지구-성복동,남,47.0,미신청,.,normal,40대
375299904,정상회원,기타-기타,여,49.0,미신청,.,normal,40대
375544896,정상회원,수지구-상현동,여,50.0,미신청,.,normal,50대
375552320,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상
37584000,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
375969920,정상회원,수지구-상현동,여,47.0,미신청,.,normal,40대
376253888,정상회원,기흥구-보라동,여,67.0,미신청,.,normal,60대이상
376625088,정상회원,수지구-신봉동,여,67.0,신청,.,normal,60대이상
377105792,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
377282112,정상회원,기타-기타,여,49.0,신청,.,normal,40대
377605056,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
377612480,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,50대
377644032,정상회원,수지구-풍덕천동,여,50.0,미신청,수신,normal,50대
377696000,정상회원,분당구-정자동,여,48.0,미신청,.,normal,40대
377950272,정상회원,서울 강남구-기타,여,49.0,미신청,.,normal,40대
377972544,정상회원,수지구-성복동,여,49.0,미신청,.,normal,40대
378174848,정상회원,분당구-야탑동,여,48.0,미신청,.,normal,40대
378223104,정상회원,수지구-상현동,여,47.0,미신청,.,normal,40대
378319616,정상회원,기타-기타,여,45.0,미신청,.,normal,40대
378367872,정상회원,수지구-상현동,여,43.0,미신청,.,normal,40대
378416128,정상회원,서울 강남구-기타,여,45.0,미신청,.,normal,40대
378709376,탈퇴,기타-기타,여,49.0,미신청,.,normal,40대
378722368,정상회원,수지구-기타,여,50.0,미신청,.,normal,50대
378746496,정상회원,수지구-신봉동,여,47.0,미신청,.,normal,40대
378861568,정상회원,수지구-상현동,여,51.0,미신청,.,normal,50대
379106560,정상회원,수지구-동천동,여,49.0,미신청,.,normal,40대
379162240,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대
379186368,정상회원,분당구-중동,여,55.0,신청,.,normal,50대
379201216,정상회원,수지구-성복동,여,46.0,신청,.,normal,40대
379325568,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,50대
379362688,정상회원,기흥구-보정동,남,46.0,미신청,.,normal,40대
379394240,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
379817408,정상회원,수지구-동천동,여,67.0,미신청,.,normal,60대이상
37992320,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대
380329664,정상회원,수지구-신봉동,남,56.0,미신청,.,normal,50대
380409472,정상회원,수지구-동천동,여,59.0,미신청,.,normal,50대
380658176,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
380682304,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대
380775104,정상회원,수지구-성복동,여,54.0,미신청,.,normal,50대
380782528,정상회원,수지구-동천동,여,55.0,미신청,.,normal,50대
380806656,정상회원,분당구-백현동,여,48.0,미신청,.,normal,40대
380834496,정상회원,수지구-성복동,여,51.0,미신청,.,normal,50대
380929152,정상회원,수지구-상현동,여,43.0,미신청,.,normal,40대
381042368,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
381044224,정상회원,기타-기타,여,49.0,미신청,.,normal,40대
381129600,정상회원,기타-기타,여,53.0,미신청,.,normal,50대
381240960,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,50대
381472960,정상회원,서울 송파구-기타,여,48.0,미신청,.,normal,40대
381593600,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,40대
381879424,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,50대
382276608,정상회원,수지구-신봉동,여,53.0,미신청,.,normal,50대
382400960,정상회원,기타-기타,여,63.0,미신청,.,normal,60대이상
38270720,정상회원,기흥구-보정동,여,70.0,미신청,.,normal,60대이상
383108096,정상회원,수지구-동천동,여,45.0,미신청,.,normal,40대
383115520,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
383117376,정상회원,수원 영통구-기타,여,45.0,미신청,.,normal,40대
383163776,정상회원,기타-기타,여,50.0,미신청,.,normal,50대
383356800,정상회원,수지구-신봉동,여,47.0,미신청,수신,VIP,40대
383483008,정상회원,분당구-야탑동,여,53.0,미신청,.,normal,50대
383921024,정상회원,수지구-상현동,여,53.0,미신청,.,normal,50대
384370176,정상회원,서울 송파구-기타,여,67.0,미신청,.,normal,60대이상
384585472,정상회원,수지구-상현동,여,59.0,신청,.,normal,50대
384696832,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,60대이상
384804480,정상회원,수지구-상현동,여,67.0,미신청,.,normal,60대이상
384858304,정상회원,수지구-동천동,여,48.0,미신청,.,normal,40대
384906560,정상회원,분당구-정자동,여,67.0,미신청,.,normal,60대이상
385079168,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
385257344,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,40대
385409536,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
385539456,정상회원,분당구-구미동,여,39.0,미신청,.,normal,30대
385635968,정상회원,서울 강남구-기타,여,57.0,미신청,.,normal,50대
385838272,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
38588096,정상회원,수지구-성복동,여,50.0,미신청,수신,VIP,50대
385986752,정상회원,기타-기타,여,44.0,미신청,.,normal,40대
386022016,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
386027584,정상회원,수지구-풍덕천동,여,65.0,신청,.,normal,60대이상
386033152,정상회원,수지구-동천동,여,61.0,미신청,.,normal,60대이상
386365376,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,40대
386417344,정상회원,광주-기타,여,42.0,신청,.,normal,40대
386456320,정상회원,수지구-동천동,여,45.0,미신청,.,normal,40대
386599232,정상회원,수지구-성복동,여,63.0,미신청,.,normal,60대이상
386820096,정상회원,수지구-동천동,여,59.0,미신청,.,normal,50대
387269248,정상회원,수원 영통구-기타,여,75.0,미신청,.,normal,60대이상
387367616,정상회원,기흥구-보정동,여,50.0,미신청,.,normal,50대
387430720,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상
387445568,정상회원,수지구-신봉동,여,45.0,신청,.,normal,40대
387662720,정상회원,수지구-죽전동,여,50.0,미신청,.,normal,50대
387725824,정상회원,수지구-상현동,여,42.0,신청,.,normal,40대
387850176,정상회원,기타-기타,여,49.0,미신청,.,normal,40대
387918848,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
388024640,정상회원,수지구-동천동,여,45.0,미신청,.,normal,40대
38808960,정상회원,수지구-동천동,여,71.0,미신청,.,normal,60대이상
388110016,정상회원,수지구-신봉동,여,47.0,신청,.,normal,40대
38842368,정상회원,수지구-동천동,여,59.0,미신청,.,normal,50대
388505344,정상회원,수지구-상현동,여,58.0,신청,.,normal,50대
38859072,정상회원,분당구-구미동,여,57.0,미신청,.,normal,50대
38862784,정상회원,수지구-성복동,여,72.0,신청,.,normal,60대이상
38866496,탈퇴,광주-기타,여,72.0,미신청,.,normal,60대이상
388767040,정상회원,분당구-서현동,여,60.0,미신청,.,normal,60대이상
388878400,정상회원,수지구-상현동,남,50.0,미신청,.,normal,50대
38903616,정상회원,분당구-구미동,여,63.0,미신청,.,normal,60대이상
389065856,정상회원,수지구-신봉동,여,54.0,미신청,수신,VIP,50대
38918464,정상회원,수지구-상현동,여,66.0,미신청,.,normal,60대이상
389223616,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대
389231040,정상회원,분당구-서현동,여,46.0,미신청,.,normal,40대
389294144,정상회원,분당구-판교동,여,46.0,미신청,.,normal,40대
38933312,정상회원,기흥구-보정동,여,73.0,미신청,.,normal,60대이상
389425920,정상회원,수지구-성복동,여,74.0,미신청,.,normal,60대이상
389437056,정상회원,기흥구-영덕동,여,46.0,미신청,.,normal,40대
38955584,정상회원,수지구-상현동,여,64.0,미신청,.,normal,60대이상
38959296,정상회원,수지구-풍덕천동,여,57.0,미신청,수신,VIP,50대
38968576,정상회원,기타-기타,여,73.0,미신청,.,normal,60대이상
389847232,정상회원,수지구-동천동,여,60.0,미신청,.,normal,60대이상
390075520,정상회원,기흥구-보정동,여,45.0,신청,.,normal,40대
390095936,정상회원,분당구-백현동,여,37.0,미신청,.,normal,30대
39053952,정상회원,수지구-신봉동,여,60.0,신청,.,normal,60대이상
390569216,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
390691712,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
390882880,정상회원,수지구-상현동,여,68.0,미신청,.,normal,60대이상
391003520,정상회원,수지구-성복동,여,58.0,미신청,.,normal,50대
391224384,정상회원,수지구-신봉동,남,50.0,신청,.,normal,50대
391289344,정상회원,수지구-성복동,여,66.0,미신청,.,normal,60대이상
391473088,정상회원,수지구-상현동,여,48.0,미신청,.,normal,40대
391666112,정상회원,분당구-정자동,여,58.0,미신청,.,normal,50대
391695808,정상회원,수원 팔달구-기타,여,44.0,미신청,.,normal,40대
391779328,정상회원,기타-기타,여,45.0,미신청,.,normal,40대
391994624,정상회원,수지구-신봉동,여,46.0,신청,.,normal,40대
392336128,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
392556992,정상회원,수지구-신봉동,여,56.0,미신청,.,normal,50대
392584832,정상회원,수지구-상현동,남,69.0,미신청,.,normal,60대이상
392627520,정상회원,기타-기타,여,58.0,미신청,.,normal,50대
392679488,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,40대
39284096,정상회원,수원 영통구-기타,여,55.0,미신청,.,normal,50대
39287808,정상회원,기타-기타,여,48.0,미신청,.,normal,40대
393141632,정상회원,수지구-성복동,여,40.0,미신청,.,normal,40대
393277120,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
393343936,정상회원,수지구-동천동,여,47.0,미신청,수신,normal,40대
393373632,정상회원,수지구-상현동,여,43.0,미신청,.,normal,40대
393429312,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대
393533248,정상회원,분당구-야탑동,여,43.0,미신청,.,normal,40대
393538816,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
393733696,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
39376896,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대
39382464,정상회원,수지구-상현동,여,50.0,미신청,수신,normal,50대
393848768,정상회원,수지구-신봉동,여,46.0,신청,.,normal,40대
393869184,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,40대
393980544,정상회원,수지구-동천동,여,72.0,미신청,.,normal,60대이상
393986112,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대
394155008,정상회원,수지구-동천동,여,48.0,미신청,.,normal,40대
394310912,정상회원,분당구-정자동,여,48.0,미신청,.,normal,40대
394912256,정상회원,수지구-풍덕천동,여,60.0,미신청,.,normal,60대이상
394984640,정상회원,기타-기타,여,50.0,신청,.,normal,50대
395010624,정상회원,기타-기타,여,50.0,미신청,.,normal,50대
395094144,정상회원,분당구-분당동,여,59.0,신청,.,normal,50대
395255616,정상회원,수지구-성복동,여,68.0,미신청,.,normal,60대이상
395337280,정상회원,기타-기타,여,63.0,미신청,.,normal,60대이상
395444928,정상회원,분당구-수내동,여,48.0,미신청,.,normal,40대
395489472,정상회원,기타-기타,여,40.0,미신청,.,normal,40대
395548864,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대
395619392,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,50대
395849536,정상회원,분당구-분당동,여,53.0,미신청,.,normal,50대
395884800,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
395977600,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
396194752,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대
396348800,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대
39640448,정상회원,수지구-신봉동,여,47.0,미신청,수신,normal,40대
396473152,정상회원,수지구-신봉동,여,82.0,미신청,.,normal,60대이상
39653440,정상회원,수지구-신봉동,여,78.0,미신청,.,normal,60대이상
396588224,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,60대이상
396738560,정상회원,수정구-단대동,여,48.0,미신청,.,normal,40대
396788672,정상회원,수지구-신봉동,여,45.0,미신청,수신,VIP,40대
396870336,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,40대
396996544,정상회원,수지구-성복동,여,54.0,미신청,.,normal,50대
397061504,정상회원,수지구-기타,여,63.0,미신청,.,normal,60대이상
397096768,정상회원,수지구-상현동,여,49.0,미신청,.,normal,40대
397304640,정상회원,수지구-성복동,여,60.0,미신청,.,normal,60대이상
397404864,정상회원,분당구-서현동,여,46.0,신청,.,normal,40대
397441984,정상회원,기흥구-보정동,여,72.0,미신청,.,normal,60대이상
397486528,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,40대
397553344,정상회원,수지구-신봉동,여,62.0,미신청,.,VIP,60대이상
397616448,정상회원,수지구-풍덕천동,여,55.0,미신청,수신,VIP,50대
397685120,정상회원,수지구-상현동,여,54.0,미신청,.,normal,50대
397924544,정상회원,수지구-기타,여,49.0,미신청,.,normal,40대
397982080,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,50대
39820480,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,60대이상
398408960,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
398551872,정상회원,수지구-성복동,여,71.0,신청,.,normal,60대이상
398657664,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
398833984,정상회원,수원 영통구-기타,여,61.0,미신청,.,normal,60대이상
398967616,정상회원,수원 영통구-기타,여,49.0,미신청,.,normal,40대
398986176,정상회원,분당구-수내동,여,67.0,미신청,.,normal,60대이상
399231168,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
39955968,정상회원,기타-중앙동,여,73.0,미신청,.,normal,60대이상
399615360,정상회원,수지구-상현동,여,55.0,미신청,.,normal,50대
399804672,정상회원,수지구-풍덕천동,여,76.0,신청,.,normal,60대이상
399860352,정상회원,수지구-상현동,여,45.0,미신청,.,normal,40대
399893760,정상회원,기타-기타,남,51.0,미신청,.,normal,50대
400133184,정상회원,처인구-역북동,여,64.0,미신청,.,normal,60대이상
400161024,정상회원,수지구-성복동,여,49.0,미신청,.,normal,40대
400359616,정상회원,수정구-위례(창곡)동,여,48.0,미신청,.,normal,40대
400959104,정상회원,수지구-상현동,여,45.0,미신청,.,normal,40대
40124864,정상회원,기타-기타,여,56.0,미신청,.,normal,50대
401272768,정상회원,수지구-동천동,여,49.0,미신청,.,normal,40대
401462080,정상회원,분당구-정자동,여,60.0,미신청,.,normal,60대이상
401523328,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
401528896,정상회원,분당구-구미동,여,41.0,미신청,수신,normal,40대
401558592,정상회원,수지구-동천동,여,42.0,미신청,.,normal,40대
401603136,정상회원,수지구-상현동,여,46.0,미신청,.,normal,40대
401707072,정상회원,수원 영통구-기타,여,50.0,미신청,.,normal,50대
401781312,정상회원,수지구-상현동,여,44.0,미신청,수신,normal,40대
401801728,정상회원,수지구-상현동,여,68.0,신청,.,normal,60대이상
402139520,정상회원,기흥구-보정동,여,50.0,미신청,.,normal,50대
402215616,정상회원,수지구-동천동,여,48.0,미신청,수신,normal,40대
402490304,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,50대
402492160,정상회원,수지구-상현동,여,50.0,미신청,.,normal,50대
402720448,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,40대
402835520,정상회원,수지구-동천동,남,50.0,미신청,수신,VIP,50대
402915328,정상회원,수지구-신봉동,여,45.0,신청,.,normal,40대
402941312,정상회원,기타-기타,여,43.0,미신청,.,normal,40대
403067520,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상
403190016,정상회원,수지구-성복동,여,65.0,신청,.,normal,60대이상
403275392,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
403279104,정상회원,수지구-동천동,여,48.0,미신청,.,normal,40대
403342208,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,40대
403357056,정상회원,수지구-신봉동,여,57.0,미신청,.,normal,50대
403473984,정상회원,서울 강남구-기타,여,49.0,미신청,.,normal,40대
403620608,정상회원,수원 팔달구-기타,여,57.0,미신청,.,normal,50대
403769088,정상회원,수지구-성복동,여,43.0,미신청,.,normal,40대
403991808,정상회원,기흥구-보정동,여,53.0,미신청,.,normal,50대
404047488,정상회원,수지구-성복동,여,56.0,미신청,.,normal,50대
404075328,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,40대
404077184,정상회원,수지구-성복동,여,52.0,미신청,수신,normal,50대
404238656,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대
404463232,정상회원,기타-기타,여,55.0,미신청,.,normal,50대
404999616,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
405090560,정상회원,수지구-상현동,여,42.0,미신청,.,normal,40대
405129536,정상회원,수지구-동천동,여,47.0,미신청,.,normal,40대
405231616,정상회원,서울 송파구-기타,여,50.0,미신청,.,normal,50대
405599104,정상회원,기타-기타,여,48.0,미신청,.,normal,40대
405853376,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대
405890496,정상회원,기흥구-보정동,여,46.0,미신청,.,normal,40대
405964736,정상회원,수지구-동천동,여,48.0,미신청,.,normal,40대
406423168,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대
406580928,정상회원,분당구-구미동,여,47.0,미신청,.,normal,40대
406592064,정상회원,수지구-상현동,여,50.0,미신청,수신,VIP,50대
406632896,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,VIP,50대
406649600,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
406889024,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
406931712,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,50대
407043072,정상회원,수지구-성복동,여,58.0,미신청,수신,normal,50대
407106176,정상회원,수지구-성복동,여,62.0,신청,.,normal,60대이상
407245376,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,50대
407369728,정상회원,기타-기타,여,64.0,미신청,.,normal,60대이상
407375296,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대
407451392,정상회원,수지구-동천동,여,44.0,신청,.,normal,40대
407599872,정상회원,서울 강남구-기타,여,47.0,미신청,.,normal,40대
407603584,정상회원,수지구-성복동,여,56.0,미신청,.,normal,50대
407677824,정상회원,수지구-성복동,여,50.0,미신청,.,normal,50대
407750208,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
407817024,정상회원,수지구-상현동,여,52.0,미신청,수신,normal,50대
407837440,정상회원,수지구-상현동,여,56.0,미신청,수신,normal,50대
407863424,정상회원,수지구-죽전동,여,55.0,미신청,.,normal,50대
407902400,정상회원,수지구-동천동,여,52.0,신청,.,normal,50대
408152960,정상회원,수지구-동천동,여,56.0,신청,.,normal,50대
408156672,정상회원,기흥구-구갈동,남,53.0,미신청,.,normal,50대
408201216,정상회원,기타-기타,여,56.0,미신청,.,normal,50대
408214208,정상회원,수지구-상현동,여,71.0,미신청,.,normal,60대이상
408242048,정상회원,기흥구-동백동,여,47.0,미신청,.,normal,40대
408299584,정상회원,기타-기타,여,62.0,미신청,.,normal,60대이상
408713472,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,50대
408746880,정상회원,수지구-죽전동,여,50.0,미신청,.,normal,50대
408908352,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
408947328,정상회원,기타-기타,남,46.0,신청,.,normal,40대
408956608,정상회원,수지구-동천동,여,43.0,미신청,.,normal,40대
408960320,정상회원,서울 송파구-기타,여,42.0,미신청,.,normal,40대
409043840,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대
409088384,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
409149632,정상회원,광주-기타,여,50.0,미신청,수신,normal,50대
409231296,정상회원,서울 강남구-기타,여,59.0,미신청,수신,normal,50대
409248000,정상회원,수지구-동천동,여,48.0,신청,.,normal,40대
409455872,정상회원,기타-기타,여,65.0,미신청,.,normal,60대이상
409457728,정상회원,기타-기타,여,60.0,미신청,.,normal,60대이상
409487424,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대
409615488,탈퇴,수지구-성복동,여,76.0,미신청,.,normal,60대이상
409880896,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,50대
410010816,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,50대
410046080,정상회원,수지구-기타,여,61.0,미신청,.,normal,60대이상
410101760,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
410528640,정상회원,수지구-신봉동,여,59.0,미신청,수신,VIP,50대
410534208,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대
410795904,정상회원,기흥구-상갈동,여,43.0,미신청,.,normal,40대
41104832,정상회원,수지구-성복동,여,52.0,미신청,수신,normal,50대
411122560,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,50대
411185664,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,40대
411207936,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,60대이상
411965184,정상회원,수지구-동천동,여,44.0,신청,.,normal,40대
412054272,정상회원,수지구-상현동,여,47.0,신청,.,normal,40대
412174912,정상회원,분당구-율동,여,63.0,미신청,.,VIP,60대이상
412507136,정상회원,수지구-풍덕천동,여,77.0,미신청,.,normal,60대이상
412598080,정상회원,수지구-풍덕천동,여,39.0,신청,.,normal,30대
412612928,정상회원,수지구-상현동,여,80.0,미신청,.,normal,60대이상
412915456,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,60대이상
413021248,정상회원,수원 영통구-기타,여,55.0,미신청,.,normal,50대
413028672,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
413037952,정상회원,수지구-풍덕천동,여,44.0,미신청,수신,normal,40대
41307136,정상회원,광주-기타,여,53.0,미신청,.,normal,50대
413164160,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
413179008,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,60대이상
413327488,정상회원,수원 장안구-기타,여,46.0,미신청,.,normal,40대
413494528,정상회원,기타-기타,여,73.0,미신청,.,normal,60대이상
413771072,정상회원,수지구-상현동,여,51.0,미신청,.,normal,50대
41396224,정상회원,분당구-정자동,여,62.0,미신청,.,normal,60대이상
414095872,정상회원,수지구-동천동,여,43.0,미신청,.,normal,40대
41412928,정상회원,기타-기타,여,44.0,미신청,.,normal,40대
414236928,정상회원,수지구-상현동,여,56.0,신청,.,normal,50대
414442944,정상회원,수지구-풍덕천동,남,50.0,신청,.,normal,50대
415053568,정상회원,기타-기타,여,41.0,미신청,.,normal,40대
415064704,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
415272576,정상회원,서울 강남구-기타,여,42.0,미신청,.,normal,40대
415343104,정상회원,수지구-상현동,여,49.0,미신청,.,normal,40대
415630784,정상회원,기타-기타,여,64.0,미신청,.,normal,60대이상
415634496,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대
415641920,정상회원,수지구-풍덕천동,여,50.0,신청,.,normal,50대
41600384,정상회원,수지구-성복동,여,66.0,신청,.,normal,60대이상
