회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액
445360192,정상회원,기타-기타,여,42.0,미신청,.,normal,40대,174593.0
445408448,정상회원,수지구-풍덕천동,여,40.0,미신청,수신,VIP,40대,777914.0
445772224,정상회원,수지구-상현동,여,48.0,미신청,수신,normal,40대,996551.0
44620096,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대,130563.0
446329024,정상회원,분당구-판교동,여,40.0,신청,.,normal,40대,538047.0
446416256,정상회원,기흥구-상하동,여,37.0,미신청,수신,normal,30대,8041.0
446603712,정상회원,기타-기타,여,31.0,미신청,.,normal,30대,106536.0
446661248,정상회원,수지구-동천동,여,39.0,미신청,수신,normal,30대,35704.0
44666496,정상회원,기타-기타,여,47.0,미신청,수신,normal,40대,7466.0
446724352,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대,34173.0
446967488,정상회원,수지구-신봉동,여,56.0,미신청,.,normal,50대,7562.0
447071424,정상회원,기타-기타,여,66.0,미신청,.,normal,60대이상,275581.0
447101120,정상회원,수정구-기타,여,64.0,미신청,.,normal,60대이상,25844.0
447199488,정상회원,기타-기타,여,54.0,미신청,수신,normal,50대,27950.0
447503872,정상회원,기흥구-신갈동,여,54.0,미신청,.,normal,50대,87777.0
447524288,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대,304774.0
447739584,정상회원,수지구-풍덕천동,여,46.0,미신청,수신,normal,40대,666614.0
447754432,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,78202.0
447958592,정상회원,기타-기타,여,38.0,미신청,.,normal,30대,9189.0
447960448,정상회원,수지구-상현동,여,51.0,신청,.,normal,50대,503109.0
448255552,정상회원,기흥구-동백동,여,42.0,미신청,.,normal,40대,300850.0
448439296,정상회원,분당구-정자동,여,47.0,미신청,.,normal,40대,25748.0
44844672,정상회원,수지구-죽전동,여,56.0,미신청,.,normal,50대,174212.0
448507968,정상회원,수지구-동천동,여,49.0,미신청,.,normal,40대,70642.0
448552512,정상회원,분당구-야탑동,여,44.0,미신청,.,normal,40대,378672.0
448610048,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,477881.0
448814208,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,60대이상,71599.0
448932992,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,50대,394084.0
449265216,정상회원,수지구-기타,남,52.0,미신청,.,normal,50대,4403.0
449280064,정상회원,기타-기타,여,41.0,미신청,.,normal,40대,26706.0
449489792,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,60대이상,313874.0
449714368,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대,46808.0
449736640,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대,2489.0
449777472,정상회원,수지구-풍덕천동,여,75.0,미신청,.,normal,60대이상,209391.0
449938944,정상회원,기타-기타,여,83.0,미신청,.,normal,60대이상,3063.0
450096704,정상회원,수지구-죽전동,여,49.0,미신청,.,normal,40대,141288.0
450107840,정상회원,수지구-상현동,여,62.0,미신청,.,normal,60대이상,49967.0
45022848,정상회원,수지구-기타,남,59.0,미신청,수신,normal,50대,255287.0
450451200,정상회원,수지구-풍덕천동,여,40.0,미신청,수신,normal,40대,44032.0
450462336,정상회원,수지구-성복동,여,65.0,신청,.,normal,60대이상,494300.0
450679488,정상회원,수지구-풍덕천동,여,79.0,미신청,.,normal,60대이상,101561.0
450699904,정상회원,수지구-풍덕천동,여,44.0,미신청,수신,normal,40대,733293.0
450831680,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대,11583.0
450863232,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,50대,37522.0
450976448,정상회원,기흥구-보정동,여,76.0,미신청,.,normal,60대이상,278930.0
450983872,정상회원,기흥구-영덕동,여,50.0,미신청,수신,VIP,50대,3457591.0
451046976,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,61835.0
451132352,정상회원,기타-기타,여,64.0,미신청,.,normal,60대이상,43266.0
451340224,정상회원,기타-기타,여,70.0,미신청,.,normal,60대이상,4977.0
451375488,정상회원,기타-기타,여,50.0,미신청,.,normal,50대,17229.0
451559232,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,264894.0
451566656,정상회원,수지구-성복동,여,79.0,미신청,.,normal,60대이상,95625.0
451863616,정상회원,기흥구-언남동,여,49.0,미신청,.,normal,40대,773423.0
451867328,정상회원,수지구-성복동,여,46.0,미신청,.,normal,40대,268018.0
452121600,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대,68727.0
452323904,정상회원,수원 영통구-기타,여,70.0,미신청,.,normal,60대이상,5169.0
452626432,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대,282952.0
452956800,정상회원,기흥구-신갈동,여,40.0,신청,.,normal,40대,572063.0
453361408,정상회원,광주-오포읍,여,42.0,미신청,.,normal,40대,76576.0
453379968,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대,22303.0
453439360,정상회원,기타-기타,여,45.0,미신청,.,normal,40대,28621.0
453591552,정상회원,수지구-신봉동,여,53.0,신청,.,normal,50대,614262.0
453617536,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,705893.0
45364352,정상회원,수지구-성복동,여,56.0,미신청,.,normal,50대,252226.0
453704768,정상회원,서울 강남구-기타,여,75.0,미신청,.,normal,60대이상,114961.0
453747456,정상회원,수지구-동천동,여,71.0,미신청,.,normal,60대이상,37619.0
453762304,정상회원,기타-기타,여,43.0,미신청,.,normal,40대,65090.0
454289408,정상회원,분당구-판교동,여,42.0,미신청,.,normal,40대,46903.0
454372928,정상회원,분당구-서현동,여,41.0,미신청,.,normal,40대,15698.0
454382208,정상회원,분당구-정자동,여,43.0,미신청,.,normal,40대,2297.0
454506560,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,635216.0
454888896,정상회원,수지구-신봉동,남,38.0,미신청,수신,normal,30대,992126.0
455072640,정상회원,수지구-성복동,여,53.0,미신청,.,normal,50대,30056.0
455081920,정상회원,기타-기타,여,41.0,미신청,.,normal,40대,4212.0
455115328,정상회원,수지구-상현동,여,53.0,미신청,.,normal,50대,163968.0
45520256,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상,219582.0
455219264,정상회원,수지구-신봉동,여,53.0,미신청,.,normal,50대,294821.0
455395584,정상회원,수지구-풍덕천동,여,57.0,미신청,.,normal,50대,64707.0
455737088,정상회원,기타-기타,여,46.0,미신청,.,normal,40대,97635.0
455865152,정상회원,수원 영통구-기타,여,69.0,미신청,.,normal,60대이상,12635.0
455950528,정상회원,수원 영통구-기타,여,46.0,미신청,.,normal,40대,26897.0
456182528,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대,151908.0
456284608,정상회원,기타-기타,여,38.0,미신청,.,normal,30대,95146.0
456295744,정상회원,수지구-성복동,여,47.0,미신청,.,normal,40대,72749.0
456303168,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,91700.0
456373696,정상회원,기흥구-보정동,여,42.0,미신청,.,normal,40대,63655.0
456451648,정상회원,수지구-성복동,여,72.0,미신청,.,normal,60대이상,1431212.0
456653952,정상회원,기타-중앙동,여,41.0,미신청,.,normal,40대,24313.0
456934208,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상,8041.0
457327680,정상회원,수지구-성복동,여,63.0,신청,.,normal,60대이상,516235.0
457400064,정상회원,기타-기타,여,45.0,신청,.,normal,40대,490740.0
457479872,정상회원,하남-기타,여,64.0,미신청,.,normal,60대이상,17229.0
457520704,탈퇴,수지구-풍덕천동,여,57.0,미신청,.,normal,50대,152389.0
457524416,탈퇴,수지구-신봉동,여,72.0,미신청,.,normal,60대이상,25653.0
457832512,정상회원,기타-기타,여,57.0,미신청,.,normal,50대,69781.0
458738240,정상회원,기타-기타,여,45.0,미신청,.,normal,40대,35418.0
458741952,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상,37427.0
458842176,정상회원,서울 강남구-기타,여,69.0,미신청,.,normal,60대이상,53412.0
459053760,정상회원,기타-기타,여,68.0,미신청,.,normal,60대이상,6892.0
45932288,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,normal,50대,1074333.0
459849984,정상회원,수지구-상현동,여,48.0,미신청,.,normal,40대,23356.0
460132096,정상회원,수지구-상현동,여,50.0,미신청,.,normal,50대,39437.0
460293568,정상회원,기타-기타,여,42.0,미신청,.,normal,40대,281227.0
460377088,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상,70397.0
46038080,정상회원,기타-기타,여,51.0,미신청,.,normal,50대,117545.0
460510720,정상회원,수지구-동천동,여,63.0,미신청,.,normal,60대이상,1491315.0
460525568,정상회원,서울 강남구-기타,여,68.0,미신청,.,normal,60대이상,33885.0
46056640,정상회원,기타-기타,여,55.0,미신청,.,normal,50대,6030.0
461006272,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,60대이상,117353.0
461524096,정상회원,수지구-성복동,여,56.0,미신청,.,normal,50대,12635.0
461681856,정상회원,수지구-동천동,여,41.0,신청,.,normal,40대,395518.0
461737536,정상회원,수지구-풍덕천동,여,39.0,신청,.,normal,30대,804080.0
461845184,정상회원,기타-기타,여,64.0,미신청,.,normal,60대이상,15890.0
461897152,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,VIP,40대,3276009.0
461932416,정상회원,수지구-상현동,여,40.0,미신청,.,normal,40대,40969.0
461941696,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대,22973.0
461965824,정상회원,수지구-풍덕천동,여,49.0,신청,.,normal,40대,550104.0
462442816,정상회원,기타-기타,여,44.0,미신청,.,normal,40대,44032.0
462478080,정상회원,분당구-이매동,여,44.0,미신청,.,normal,40대,10338.0
462517056,정상회원,기타-기타,여,40.0,미신청,.,normal,40대,2222822.0
462672960,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,106633.0
463029312,정상회원,수원 영통구-기타,여,58.0,미신청,.,normal,50대,32162.0
463188928,정상회원,수지구-풍덕천동,여,57.0,미신청,.,normal,50대,94403.0
463190784,정상회원,수지구-성복동,여,45.0,미신청,.,normal,40대,219774.0
463331840,정상회원,수지구-성복동,여,49.0,미신청,수신,VIP,40대,5584826.0
463350400,정상회원,수지구-풍덕천동,여,71.0,미신청,.,normal,60대이상,517372.0
46348032,정상회원,수지구-성복동,여,53.0,미신청,.,normal,50대,195239.0
463602816,정상회원,수지구-신봉동,여,45.0,미신청,.,normal,40대,154683.0
463613952,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대,75046.0
463747584,정상회원,서울 강남구-기타,여,45.0,미신청,.,normal,40대,20484.0
463795840,정상회원,수지구-풍덕천동,여,71.0,미신청,.,normal,60대이상,13975.0
464295104,탈퇴,수지구-풍덕천동,여,79.0,미신청,.,normal,60대이상,1345169.0
464397184,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대,105216.0
464445440,정상회원,기타-기타,여,45.0,미신청,.,normal,40대,26801.0
464579072,정상회원,기흥구-기타,여,73.0,미신청,.,normal,60대이상,281799.0
464670016,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,101654.0
464759104,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,535845.0
464764672,정상회원,기타-기타,여,39.0,미신청,.,normal,30대,28716.0
464831488,정상회원,수지구-풍덕천동,여,41.0,미신청,수신,normal,40대,18378.0
46487232,정상회원,수지구-상현동,여,53.0,미신청,.,normal,50대,463577.0
464892736,정상회원,기흥구-신갈동,여,54.0,미신청,.,normal,50대,225997.0
465163712,정상회원,중원구-상대원동,여,43.0,미신청,.,normal,40대,74708.0
465254656,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,5743.0
465544192,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대,15315.0
46568896,정상회원,수지구-신봉동,여,55.0,미신청,.,normal,50대,1037037.0
465744640,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,60대이상,403945.0
465759488,정상회원,기타-기타,여,41.0,미신청,.,normal,40대,9381.0
466011904,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,1815961.0
466050880,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,50대,241504.0
466186368,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대,1475279.0
466462912,정상회원,분당구-판교동,여,70.0,미신청,.,normal,60대이상,176127.0
466546432,정상회원,수지구-상현동,여,58.0,신청,.,normal,50대,1769872.0
466600256,정상회원,수지구-풍덕천동,여,56.0,신청,.,normal,50대,422895.0
467147776,정상회원,기타-기타,여,62.0,미신청,.,normal,60대이상,736381.0
467439168,탈퇴,수지구-풍덕천동,남,59.0,미신청,.,normal,50대,16273.0
467498560,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대,257104.0
467502272,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대,106805.0
46752640,정상회원,기타-기타,여,62.0,미신청,.,normal,60대이상,7083.0
467582080,정상회원,수지구-죽전동,여,64.0,미신청,.,normal,60대이상,56303.0
467617344,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대,27376.0
467750976,정상회원,기흥구-영덕동,여,50.0,미신청,.,normal,50대,66353.0
467765824,정상회원,수지구-풍덕천동,여,50.0,미신청,수신,VIP,50대,1765756.0
467888320,정상회원,수지구-성복동,여,45.0,미신청,.,normal,40대,93423.0
467925440,정상회원,분당구-판교동,여,44.0,미신청,.,normal,40대,37522.0
467927296,정상회원,수지구-신봉동,여,50.0,신청,.,normal,50대,581310.0
467984832,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,60대이상,282603.0
468047936,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,572507.0
468092480,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대,33119.0
468107328,정상회원,수지구-풍덕천동,여,57.0,미신청,.,normal,50대,311763.0
468240960,정상회원,수지구-풍덕천동,여,50.0,신청,.,normal,50대,405948.0
468627008,정상회원,수지구-상현동,여,41.0,미신청,.,normal,40대,177179.0
468745792,정상회원,수지구-풍덕천동,여,80.0,미신청,.,normal,60대이상,79926.0
468870144,정상회원,광주-산성동,여,49.0,미신청,.,normal,40대,3542.0
469100288,정상회원,수지구-동천동,여,48.0,미신청,수신,VIP,40대,3222627.0
469170816,정상회원,처인구-기타,여,40.0,미신청,.,normal,40대,150759.0
469460352,정상회원,수지구-성복동,여,49.0,미신청,.,normal,40대,183879.0
469688640,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,50대,311473.0
469714624,정상회원,수지구-상현동,여,45.0,미신청,.,normal,40대,114099.0
469924352,정상회원,수지구-동천동,여,60.0,신청,.,normal,60대이상,1043066.0
46995776,정상회원,기흥구-보정동,여,51.0,미신청,.,normal,50대,52647.0
469968896,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,303339.0
470065408,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상,47285.0
470083968,정상회원,기타-기타,여,44.0,미신청,.,normal,40대,123864.0
470341952,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,151240.0
470371648,정상회원,기흥구-공세동,여,52.0,미신청,.,normal,50대,7466.0
470380928,정상회원,기타-보라동,여,58.0,미신청,.,normal,50대,32928.0
470496000,정상회원,수지구-풍덕천동,여,54.0,신청,.,normal,50대,421984.0
471086208,정상회원,수원 영통구-기타,여,41.0,미신청,.,normal,40대,17421.0
471654144,정상회원,수지구-상현동,여,55.0,신청,.,normal,50대,496887.0
471674560,정상회원,수지구-풍덕천동,여,46.0,미신청,수신,VIP,40대,562651.0
471693120,정상회원,수지구-신봉동,여,60.0,미신청,수신,normal,60대이상,31013.0
471769216,정상회원,기타-기타,여,57.0,미신청,.,normal,50대,194313.0
472097728,정상회원,수지구-풍덕천동,남,83.0,미신청,.,normal,60대이상,29099.0
472114432,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대,289366.0
472183104,정상회원,수지구-신봉동,여,74.0,미신청,.,normal,60대이상,147792.0
472190528,정상회원,수지구-신봉동,여,69.0,미신청,.,normal,60대이상,133433.0
472205376,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,31205.0
472212800,정상회원,분당구-구미동,여,76.0,신청,.,normal,60대이상,580354.0
472223936,정상회원,수지구-신봉동,남,85.0,미신청,.,normal,60대이상,33310.0
472242496,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,1914.0
472346432,정상회원,수지구-신봉동,여,64.0,미신청,.,normal,60대이상,2202.0
472366848,정상회원,수지구-신봉동,여,52.0,미신청,.,normal,50대,288307.0
472372416,정상회원,수지구-신봉동,여,71.0,미신청,.,normal,60대이상,520912.0
472387264,정상회원,수지구-신봉동,여,49.0,미신청,.,normal,40대,38767.0
472435520,정상회원,기타-기타,여,51.0,미신청,.,normal,50대,34076.0
472476352,정상회원,수지구-신봉동,여,76.0,미신청,.,normal,60대이상,53279.0
472504192,정상회원,수지구-신봉동,여,59.0,미신청,.,normal,50대,155261.0
472545024,정상회원,수지구-동천동,여,39.0,미신청,.,normal,30대,186847.0
472611840,정상회원,수지구-신봉동,여,58.0,미신청,.,normal,50대,76674.0
472619264,정상회원,수지구-신봉동,여,71.0,미신청,.,normal,60대이상,3637.0
472710208,정상회원,수지구-상현동,여,44.0,미신청,수신,normal,40대,1042302.0
472758464,정상회원,수지구-신봉동,여,49.0,미신청,.,normal,40대,0.0
472773312,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,378192.0
472851264,정상회원,수지구-신봉동,여,45.0,미신청,.,normal,40대,93040.0
472862400,정상회원,수지구-기타,여,40.0,미신청,.,normal,40대,131711.0
472955200,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,1781858.0
473190912,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,254520.0
473229888,정상회원,기흥구-동백동,여,38.0,미신청,.,normal,30대,11104.0
473357952,정상회원,수지구-신봉동,여,49.0,미신청,.,normal,40대,1307449.0
473378368,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,25270.0
473380224,정상회원,수지구-성복동,여,41.0,미신청,.,normal,40대,8615.0
473447040,정상회원,수지구-신봉동,여,66.0,미신청,.,normal,60대이상,10912.0
473608512,정상회원,수지구-신봉동,여,45.0,미신청,.,normal,40대,996625.0
473653056,정상회원,수지구-성복동,여,43.0,신청,.,normal,40대,642344.0
473688320,정상회원,수지구-신봉동,여,60.0,미신청,수신,VIP,60대이상,2652888.0
473701312,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상,155258.0
473736576,정상회원,수지구-신봉동,여,78.0,미신청,.,normal,60대이상,27855.0
473744000,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,30대,7849.0
473745856,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,50대,1160071.0
473766272,정상회원,수지구-신봉동,여,69.0,미신청,.,normal,60대이상,28716.0
473775552,정상회원,수지구-신봉동,여,54.0,미신청,.,normal,50대,359720.0
473781120,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,60대이상,120914.0
473790400,정상회원,수지구-신봉동,여,56.0,미신청,.,normal,50대,30630.0
473957440,정상회원,수지구-신봉동,여,53.0,신청,.,normal,50대,338813.0
473961152,정상회원,수지구-신봉동,여,61.0,미신청,.,normal,60대이상,1196221.0
474105920,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,276920.0
474180160,정상회원,수지구-신봉동,여,64.0,미신청,.,normal,60대이상,242363.0
474195008,정상회원,기타-기타,여,80.0,미신청,.,normal,60대이상,17421.0
474428864,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,60대이상,2106.0
474434432,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,269069.0
474634880,정상회원,기타-기타,여,39.0,미신청,.,normal,30대,5169.0
474668288,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,60대이상,1001217.0
474751808,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,253660.0
474954112,정상회원,수지구-성복동,남,60.0,미신청,.,normal,60대이상,384981.0
475076608,정상회원,수지구-신봉동,여,74.0,미신청,.,normal,60대이상,138222.0
475156416,정상회원,서울 강남구-기타,여,80.0,미신청,.,normal,60대이상,715477.0
475158272,정상회원,수지구-동천동,여,47.0,미신청,.,normal,40대,4403.0
475199104,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,198717.0
475236224,정상회원,수지구-성복동,여,64.0,미신청,.,normal,60대이상,68345.0
475241792,정상회원,수지구-성복동,여,48.0,미신청,.,normal,40대,100408.0
475388416,탈퇴,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,489807.0
475716928,정상회원,기타-기타,여,63.0,미신청,.,normal,60대이상,85383.0
475789312,정상회원,수지구-신봉동,여,68.0,미신청,수신,normal,60대이상,7849.0
475885824,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대,93997.0
476013888,정상회원,수지구-신봉동,여,61.0,미신청,.,normal,60대이상,169423.0
476030592,정상회원,수지구-기타,여,49.0,미신청,수신,VIP,40대,4069846.0
476038016,정상회원,기타-기타,여,53.0,미신청,.,normal,50대,35321.0
476110400,정상회원,수지구-신봉동,여,80.0,미신청,.,VIP,60대이상,1233035.0
476429632,정상회원,수지구-신봉동,여,73.0,미신청,.,normal,60대이상,216713.0
476511296,정상회원,수지구-신봉동,여,57.0,미신청,.,normal,50대,46903.0
476526144,탈퇴,기타-기타,여,38.0,미신청,.,normal,30대,18091.0
476546560,정상회원,기흥구-영덕동,여,47.0,미신청,.,normal,40대,100891.0
476596672,정상회원,수지구-신봉동,남,43.0,미신청,.,normal,40대,329658.0
47663936,정상회원,기타-기타,여,62.0,미신청,.,normal,60대이상,8328.0
476739584,정상회원,수지구-신봉동,여,78.0,신청,.,normal,60대이상,455628.0
476747008,정상회원,서울 강남구-기타,여,61.0,미신청,.,normal,60대이상,525220.0
476754432,정상회원,수지구-신봉동,여,40.0,미신청,.,normal,40대,68727.0
476815680,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,156887.0
476979008,정상회원,수지구-동천동,여,47.0,미신청,.,normal,40대,8806.0
477146048,정상회원,수지구-신봉동,여,61.0,미신청,.,normal,60대이상,124916.0
477236992,정상회원,수지구-상현동,여,62.0,미신청,.,normal,60대이상,54752.0
477357632,정상회원,수지구-신봉동,여,63.0,미신청,.,normal,60대이상,254713.0
477383616,정상회원,수지구-신봉동,여,49.0,신청,.,normal,40대,501576.0
477387328,정상회원,수지구-신봉동,여,80.0,미신청,.,normal,60대이상,77343.0
477428160,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,60대이상,32257.0
477463424,정상회원,기타-기타,여,73.0,미신청,.,normal,60대이상,26802.0
477561792,정상회원,기타-기타,여,54.0,미신청,.,normal,50대,59730.0
477615616,정상회원,수지구-신봉동,여,69.0,미신청,.,normal,60대이상,113717.0
477700992,정상회원,기타-기타,여,48.0,미신청,.,normal,40대,201396.0
477823488,정상회원,수지구-상현동,여,52.0,미신청,.,normal,50대,9955.0
477983104,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,1260169.0
478033216,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,313676.0
478083328,정상회원,수지구-풍덕천동,여,66.0,미신청,.,normal,60대이상,8998.0
478352448,정상회원,수지구-풍덕천동,여,47.0,미신청,수신,normal,40대,1233683.0
478385856,정상회원,수지구-동천동,여,57.0,신청,.,normal,50대,378576.0
478590016,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,163682.0
478593728,정상회원,수지구-신봉동,여,46.0,신청,.,normal,40대,588968.0
478599296,탈퇴,수지구-신봉동,여,83.0,신청,.,normal,60대이상,854309.0
478775616,정상회원,수지구-신봉동,여,67.0,신청,.,normal,60대이상,394465.0
478875840,정상회원,분당구-구미동,여,71.0,미신청,.,normal,60대이상,39437.0
478894400,정상회원,기타-기타,여,65.0,미신청,.,normal,60대이상,4020.0
478961216,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,548116.0
478977920,정상회원,수지구-성복동,여,67.0,미신청,.,normal,60대이상,16464.0
479143104,정상회원,기타-기타,여,40.0,미신청,.,normal,40대,31014.0
479144960,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,206279.0
479174656,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,1423578.0
479200640,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대,6701.0
479208064,정상회원,분당구-정자동,여,45.0,미신청,.,normal,40대,38797.0
479209920,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,30248.0
479299008,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,40대,94190.0
479313856,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상,216519.0
479456768,정상회원,수지구-풍덕천동,여,63.0,미신청,.,normal,60대이상,52071.0
479473472,정상회원,수지구-풍덕천동,여,46.0,미신청,수신,normal,40대,1001972.0
479523584,정상회원,수지구-성복동,여,46.0,미신청,.,normal,40대,876534.0
479698048,정상회원,기타-기타,여,42.0,미신청,수신,normal,40대,15315.0
479737024,정상회원,수지구-신봉동,여,74.0,미신청,.,normal,60대이상,732741.0
479811264,정상회원,수지구-신봉동,여,52.0,신청,.,normal,50대,959675.0
479892928,정상회원,수지구-신봉동,여,69.0,미신청,.,normal,60대이상,58964.0
479896640,정상회원,수지구-상현동,여,51.0,미신청,.,normal,50대,32162.0
479946752,정상회원,수지구-신봉동,여,47.0,미신청,.,normal,40대,416001.0
480201024,정상회원,기타-기타,여,48.0,미신청,.,normal,40대,4020.0
480392192,정상회원,수지구-신봉동,여,52.0,미신청,수신,normal,50대,833496.0
480459008,정상회원,수지구-신봉동,여,69.0,신청,.,normal,60대이상,447374.0
480494272,정상회원,수지구-신봉동,여,77.0,미신청,.,normal,60대이상,901410.0
480551808,정상회원,수지구-신봉동,남,48.0,미신청,.,normal,40대,41926.0
480581504,정상회원,수지구-죽전동,여,69.0,미신청,.,normal,60대이상,20963.0
480709568,정상회원,수지구-신봉동,여,73.0,미신청,.,normal,60대이상,3829.0
480722560,정상회원,수지구-신봉동,여,68.0,미신청,.,normal,60대이상,143580.0
480726272,정상회원,분당구-정자동,남,42.0,미신청,.,normal,40대,276345.0
480780096,정상회원,수지구-신봉동,남,79.0,미신청,.,normal,60대이상,375035.0
480824640,정상회원,수지구-신봉동,여,40.0,미신청,.,normal,40대,4020.0
480852480,정상회원,수지구-풍덕천동,남,73.0,미신청,.,normal,60대이상,47477.0
480950848,정상회원,수지구-신봉동,여,47.0,미신청,.,normal,40대,390176.0
481160576,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,40대,92178.0
481307200,정상회원,수지구-풍덕천동,여,50.0,미신청,수신,normal,50대,1255049.0
481335040,정상회원,수지구-신봉동,여,86.0,신청,.,normal,60대이상,257294.0
481433408,정상회원,서울 송파구-기타,남,52.0,미신청,.,normal,50대,67387.0
481435264,정상회원,기타-기타,여,68.0,미신청,.,normal,60대이상,10721.0
481492800,정상회원,수지구-죽전동,여,46.0,미신청,.,normal,40대,74854.0
481580032,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,40대,22973.0
481602304,정상회원,수지구-상현동,여,50.0,미신청,.,normal,50대,35512.0
481609728,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,341820.0
481724800,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상,800503.0
481893696,정상회원,수지구-신봉동,여,52.0,신청,.,normal,50대,876995.0
